,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,DAY,MONTH,YEAR
905,10197,46,87.74,4,4036.04,1458,Shipped,Ships,86,S18_3029,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,26,11,2018
906,10222,49,94.62,10,4636.38,1374,Shipped,Ships,86,S18_3029,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,19,2,2019
907,10248,21,73.98,1,1553.58,1298,Cancelled,Ships,86,S18_3029,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,7,5,2019
908,10262,32,84.3,15,2697.6,1251,Cancelled,Ships,86,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,24,6,2019
909,10273,34,98.06,2,3334.04,1225,Shipped,Ships,86,S18_3029,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium,21,7,2019
910,10283,21,98.06,4,2059.26,1196,Shipped,Ships,86,S18_3029,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small,20,8,2019
911,10296,21,96.34,13,2023.14,1171,Shipped,Ships,86,S18_3029,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Small,15,9,2019
912,10307,31,83.44,7,2586.64,1143,Shipped,Ships,86,S18_3029,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small,14,10,2019
913,10316,21,94.62,15,1987.02,1126,Shipped,Ships,86,S18_3029,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Small,1,11,2019
914,10327,25,45.86,5,1146.5,1118,Resolved,Ships,86,S18_3029,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Small,10,11,2019
915,10338,28,82.58,3,2312.24,1107,Shipped,Ships,86,S18_3029,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Small,22,11,2019
916,10350,43,64.97,6,2793.71,1098,Shipped,Ships,86,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2,12,2019
917,10373,22,86.74,5,1908.28,1039,Shipped,Ships,86,S18_3029,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,31,1,2020
918,10386,37,93.01,5,3441.37,1010,Resolved,Ships,86,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,1,3,2020
919,10398,28,72.26,18,2023.28,982,Shipped,Ships,86,S18_3029,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small,30,3,2020
920,10400,30,74.84,7,2245.2,981,Shipped,Ships,86,S18_3029,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,1,4,2020
921,10414,44,73.98,1,3255.12,947,On Hold,Ships,86,S18_3029,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium,6,5,2020
922,10103,25,101.58,13,2539.5,1776,Shipped,Vintage Cars,104,S18_3136,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,29,1,2018
923,10126,30,97.39,13,2921.7,1658,Shipped,Vintage Cars,104,S18_3136,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small,28,5,2018
924,10139,20,90.06,2,1801.2,1610,Shipped,Vintage Cars,104,S18_3136,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,16,7,2018
925,10150,26,107.86,10,2804.36,1546,Shipped,Vintage Cars,104,S18_3136,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,19,9,2018
926,10163,40,122.52,3,4900.8,1516,Shipped,Vintage Cars,104,S18_3136,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium,20,10,2018
927,10173,31,89.01,1,2759.31,1501,Shipped,Vintage Cars,104,S18_3136,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,5,11,2018
928,10183,22,113.1,10,2488.2,1494,Shipped,Vintage Cars,104,S18_3136,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small,13,11,2018
929,10193,23,120.43,2,2769.89,1487,Shipped,Vintage Cars,104,S18_3136,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,21,11,2018
930,10206,30,119.38,8,3581.4,1474,Shipped,Vintage Cars,104,S18_3136,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium,5,12,2018
931,10215,49,107.86,5,5285.14,1420,Shipped,Vintage Cars,104,S18_3136,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium,29,1,2019
932,10228,31,102.63,4,3181.53,1381,Shipped,Vintage Cars,104,S18_3136,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Medium,10,3,2019
933,10244,29,115.19,2,3340.51,1332,Shipped,Vintage Cars,104,S18_3136,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,29,4,2019
934,10257,37,84.82,2,3138.34,1287,Shipped,Vintage Cars,104,S18_3136,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,14,6,2019
935,10270,38,125.66,11,4775.08,1253,Shipped,Vintage Cars,104,S18_3136,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,19,7,2019
936,10280,29,103.67,4,3006.43,1225,Shipped,Vintage Cars,104,S18_3136,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,17,8,2019
937,10291,23,124.62,13,2866.26,1204,Shipped,Vintage Cars,104,S18_3136,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,8,9,2019
938,10304,26,85.87,8,2232.62,1172,Shipped,Vintage Cars,104,S18_3136,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Small,11,10,2019
939,10312,38,117.29,5,4457.02,1163,Shipped,Vintage Cars,104,S18_3136,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,21,10,2019
940,10322,48,47.04,7,2257.92,1150,Shipped,Vintage Cars,104,S18_3136,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,4,11,2019
941,10332,40,39.8,18,1592.0,1138,Shipped,Vintage Cars,104,S18_3136,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,17,11,2019
942,10347,45,109.96,11,4948.2,1127,Shipped,Vintage Cars,104,S18_3136,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,29,11,2019
943,10357,44,117.29,4,5160.76,1117,Shipped,Vintage Cars,104,S18_3136,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,10,12,2019
944,10369,21,94.22,5,1978.62,1077,Shipped,Vintage Cars,104,S18_3136,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small,20,1,2020
945,10392,29,86.92,2,2520.68,1028,Shipped,Vintage Cars,104,S18_3136,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Small,10,3,2020
946,10423,21,84.82,2,1781.22,948,In Process,Vintage Cars,104,S18_3136,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small,30,5,2020
947,10105,22,139.32,11,3065.04,1788,Shipped,Vintage Cars,136,S18_3140,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium,11,2,2018
948,10117,26,136.59,5,3551.34,1725,Shipped,Vintage Cars,136,S18_3140,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,16,4,2018
949,10128,41,135.22,2,5544.02,1675,Shipped,Vintage Cars,136,S18_3140,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,6,6,2018
950,10142,47,128.39,8,6034.33,1613,Shipped,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,8,8,2018
951,10153,31,117.47,7,3641.57,1563,Shipped,Vintage Cars,136,S18_3140,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,28,9,2018
952,10166,43,161.18,2,6930.74,1541,Shipped,Vintage Cars,136,S18_3140,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Medium,21,10,2018
953,10177,23,159.81,9,3675.63,1525,Shipped,Vintage Cars,136,S18_3140,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Medium,7,11,2018
954,10185,28,122.93,9,3442.04,1519,Shipped,Vintage Cars,136,S18_3140,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,14,11,2018
955,10196,49,140.69,1,6893.81,1508,Shipped,Vintage Cars,136,S18_3140,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium,26,11,2018
956,10208,24,109.27,9,2622.48,1472,Shipped,Vintage Cars,136,S18_3140,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small,2,1,2019
957,10221,33,133.86,3,4417.38,1426,Shipped,Vintage Cars,136,S18_3140,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium,18,2,2019
958,10232,22,163.91,6,3606.02,1397,Shipped,Vintage Cars,136,S18_3140,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Medium,20,3,2019
959,10248,32,118.83,12,3802.56,1350,Cancelled,Vintage Cars,136,S18_3140,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium,7,5,2019
960,10273,40,125.66,13,5026.4,1276,Shipped,Vintage Cars,136,S18_3140,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium,21,7,2019
961,10282,43,155.71,1,6695.53,1247,Shipped,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,20,8,2019
962,10293,24,117.47,4,2819.28,1228,Shipped,Vintage Cars,136,S18_3140,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small,9,9,2019
963,10306,32,117.47,9,3759.04,1194,Shipped,Vintage Cars,136,S18_3140,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,14,10,2019
964,10314,20,136.59,1,2731.8,1187,Shipped,Vintage Cars,136,S18_3140,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,22,10,2019
965,10325,24,69.12,9,1658.88,1174,Shipped,Vintage Cars,136,S18_3140,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,5,11,2019
966,10336,48,120.38,12,5778.24,1160,Shipped,Vintage Cars,136,S18_3140,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium,20,11,2019
967,10350,44,117.98,1,5191.12,1149,Shipped,Vintage Cars,136,S18_3140,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2,12,2019
968,10372,28,137.96,3,3862.88,1095,Shipped,Vintage Cars,136,S18_3140,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium,26,1,2020
969,10383,24,61.52,9,1476.48,1069,Shipped,Vintage Cars,136,S18_3140,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,22,2,2020
970,10396,33,159.81,2,5273.73,1040,Shipped,Vintage Cars,136,S18_3140,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,23,3,2020
971,10414,41,118.83,12,4872.03,997,On Hold,Vintage Cars,136,S18_3140,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium,6,5,2020
972,10104,23,198.13,13,4556.99,1824,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,31,1,2018
973,10109,46,179.5,5,8257.0,1787,Shipped,Classic Cars,169,S18_3232,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Large,10,3,2018
974,10114,48,171.03,4,8209.44,1766,Shipped,Classic Cars,169,S18_3232,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Large,1,4,2018
975,10122,25,143.94,3,3598.5,1730,Shipped,Classic Cars,169,S18_3232,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Medium,8,5,2018
976,10127,22,174.42,15,3837.24,1705,Shipped,Classic Cars,169,S18_3232,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,3,6,2018
977,10136,41,203.21,3,8331.61,1675,Shipped,Classic Cars,169,S18_3232,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Large,4,7,2018
978,10141,34,142.25,9,4836.5,1648,Shipped,Classic Cars,169,S18_3232,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium,1,8,2018
979,10148,32,169.34,14,5418.88,1608,Shipped,Classic Cars,169,S18_3232,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,11,9,2018
980,10151,21,177.81,7,3734.01,1599,Shipped,Classic Cars,169,S18_3232,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium,21,9,2018
981,10165,47,186.27,16,8754.69,1569,Shipped,Classic Cars,169,S18_3232,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Large,22,10,2018
982,10171,39,140.55,3,5481.45,1556,Shipped,Classic Cars,169,S18_3232,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium,5,11,2018
983,10175,29,152.41,5,4419.89,1556,Shipped,Classic Cars,169,S18_3232,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium,6,11,2018
984,10181,45,140.55,7,6324.75,1551,Shipped,Classic Cars,169,S18_3232,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium,12,11,2018
985,10184,28,157.49,10,4409.72,1550,Shipped,Classic Cars,169,S18_3232,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Medium,14,11,2018
986,10192,26,150.71,12,3918.46,1545,Shipped,Classic Cars,169,S18_3232,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,20,11,2018
987,10195,50,152.41,10,7620.5,1541,Shipped,Classic Cars,169,S18_3232,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Large,25,11,2018
988,10203,48,172.73,1,8291.04,1535,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large,2,12,2018
989,10207,25,157.49,11,3937.25,1529,Shipped,Classic Cars,169,S18_3232,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium,9,12,2018
990,10212,40,138.86,11,5554.4,1492,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,16,1,2019
991,10225,43,149.02,2,6407.86,1456,Shipped,Classic Cars,169,S18_3232,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,22,2,2019
992,10229,22,189.66,5,4172.52,1440,Shipped,Classic Cars,169,S18_3232,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,11,3,2019
993,10239,47,150.71,1,7083.37,1409,Shipped,Classic Cars,169,S18_3232,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Large,12,4,2019
994,10246,36,198.13,9,7132.68,1387,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large,5,5,2019
995,10253,40,169.34,6,6773.6,1361,Cancelled,Classic Cars,169,S18_3232,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,1,6,2019
996,10259,27,135.47,8,3657.69,1348,Shipped,Classic Cars,169,S18_3232,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium,15,6,2019
997,10266,29,165.95,7,4812.55,1328,Shipped,Classic Cars,169,S18_3232,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium,6,7,2019
998,10271,20,196.43,9,3928.6,1315,Shipped,Classic Cars,169,S18_3232,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,20,7,2019
999,10278,42,152.41,7,6401.22,1299,Shipped,Classic Cars,169,S18_3232,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium,6,8,2019
1000,10281,25,167.65,5,4191.25,1287,Shipped,Classic Cars,169,S18_3232,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium,19,8,2019
1001,10287,36,162.57,5,5852.52,1277,Shipped,Classic Cars,169,S18_3232,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,30,8,2019
1002,10292,21,135.47,12,2844.87,1269,Shipped,Classic Cars,169,S18_3232,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,8,9,2019
1003,10301,23,174.42,9,4011.66,1608,Shipped,Classic Cars,169,S18_3232,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Medium,5,10,2018
1004,10305,37,201.51,9,7455.87,1236,Shipped,Classic Cars,169,S18_3232,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Large,13,10,2019
1005,10310,48,186.27,3,8940.96,1234,Shipped,Classic Cars,169,S18_3232,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Large,16,10,2019
1006,10313,25,182.89,3,4572.25,1229,Shipped,Classic Cars,169,S18_3232,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium,22,10,2019
1007,10321,33,172.73,11,5700.09,1217,Shipped,Classic Cars,169,S18_3232,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Medium,4,11,2019
1008,10324,27,116.87,12,3155.49,1217,Shipped,Classic Cars,169,S18_3232,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium,5,11,2019
1009,10331,27,154.47,11,4170.69,1206,Shipped,Classic Cars,169,S18_3232,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,17,11,2019
1010,10334,20,143.94,3,2878.8,1205,On Hold,Classic Cars,169,S18_3232,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Small,19,11,2019
1011,10342,30,167.65,4,5029.5,1201,Shipped,Classic Cars,169,S18_3232,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,24,11,2019
1012,10349,48,154.1,6,7396.8,1195,Shipped,Classic Cars,169,S18_3232,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Large,1,12,2019
1013,10358,32,93.49,12,2991.68,1187,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,10,12,2019
1014,10366,34,184.58,1,6275.72,1157,Shipped,Classic Cars,169,S18_3232,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Medium,10,1,2020
1015,10370,27,56.85,9,1534.95,1148,Shipped,Classic Cars,169,S18_3232,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,20,1,2020
1016,10377,39,186.27,3,7264.53,1129,Shipped,Classic Cars,169,S18_3232,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Large,9,2,2020
1017,10383,47,146.15,6,6869.05,1117,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,22,2,2020
1018,10394,22,152.41,5,3353.02,1096,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,15,3,2020
1019,10405,55,150.71,1,8289.05,1067,Shipped,Classic Cars,169,S18_3232,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Large,14,4,2020
1020,10412,60,198.13,9,11887.8,1049,Shipped,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large,3,5,2020
1021,10419,35,169.34,6,5926.9,1036,Shipped,Classic Cars,169,S18_3232,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,17,5,2020
1022,10425,28,135.47,8,3793.16,1023,In Process,Classic Cars,169,S18_3232,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,31,5,2020
1023,10105,38,113.95,13,4330.1,1864,Shipped,Trains,100,S18_3259,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium,11,2,2018
1024,10117,21,95.8,7,2011.8,1801,Shipped,Trains,100,S18_3259,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,16,4,2018
1025,10128,41,117.98,4,4837.18,1751,Shipped,Trains,100,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,6,6,2018
1026,10142,22,97.81,10,2151.82,1689,Shipped,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,8,8,2018
1027,10153,29,88.74,9,2573.46,1639,Shipped,Trains,100,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,28,9,2018
1028,10165,50,106.89,1,5344.5,1616,Shipped,Trains,100,S18_3259,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,22,10,2018
1029,10177,29,105.88,11,3070.52,1601,Shipped,Trains,100,S18_3259,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Medium,7,11,2018
1030,10185,49,80.67,11,3952.83,1595,Shipped,Trains,100,S18_3259,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,14,11,2018
1031,10196,35,101.85,3,3564.75,1584,Shipped,Trains,100,S18_3259,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium,26,11,2018
